,property_type,barrio,rooms,price,lat,lon,distancia_minima_escuela (m)
21670,Departamento,Villa Pueyrredón,2.0,115000.0,-34.585099799999995,-58.50407270000001,112.5258047457054
21671,Departamento,Villa Pueyrredón,2.0,97500.0,-34.57128525,-58.50698471,100.07202337281562
21672,Departamento,Centro / Microcentro,2.0,75000.0,-34.613232399999994,-58.40675160000001,104.84523024978188
21673,Departamento,Once,3.0,110000.0,-34.6121764,-58.4010512,36.751575359465086
21674,Departamento,Flores,3.0,92000.0,-34.64137879999999,-58.4459193,152.72092531459157
21675,Departamento,Flores,3.0,109000.0,-34.6304426,-58.4738599,117.52035090652682
21676,Departamento,Flores,3.0,133000.0,-34.632597600000004,-58.4686449,78.83463631783532
21682,Departamento,Almagro,3.0,95000.0,-34.6197206,-58.4171437,85.52151236086007
21704,Departamento,Floresta,3.0,115000.0,-34.6246926,-58.4853042,315.09391598006965
21710,Departamento,Balvanera,3.0,110000.0,-34.6121764,-58.4010512,36.751575359465086
21711,Departamento,Balvanera,3.0,145000.0,-34.603443,-58.403466,179.93443240898947
21715,PH,Mataderos,3.0,70000.0,-34.6647263,-58.4993439,324.10330412934064
21723,Departamento,Barrio Norte,3.0,145000.0,-34.603443,-58.403466,179.93443240898947
21726,Departamento,Villa Crespo,3.0,135000.0,-34.5944571,-58.4444403,244.39147518053537
21729,Departamento,Parque Chacabuco,3.0,140000.0,-34.6402939021,-58.424234158100006,177.32648420849267
21730,PH,Villa del Parque,3.0,130000.0,-34.6040325,-58.4807933,87.9169636925794
21731,Departamento,Centro / Microcentro,3.0,110000.0,-34.6121764,-58.4010512,36.751575359465086
21736,Otro,Palermo,4.0,12000.0,-34.57363,-58.4323608,316.2910929939514
21773,PH,Flores,3.0,100000.0,-34.6326883,-58.470617,105.6491150036153
21789,Casa,Monte Castro,1.0,118900.0,-34.62496185,-58.51476669,190.65451258918588
21811,Departamento,Boedo,2.0,65000.0,-34.6219396,-58.42195039999999,207.35681351139874
21812,Departamento,Abasto,1.0,97812.0,-34.599388894,-58.412039489399994,66.95589796067077
21813,Departamento,Abasto,1.0,114900.0,-34.6038897,-58.41099820000001,102.28738380726743
21817,Departamento,Almagro,2.0,82000.0,-34.602642100000004,-58.4178374,124.80484422604393
21818,Departamento,Almagro,1.0,115000.0,-34.6041191659,-58.4170245108,136.629237772487
21821,Departamento,Coghlan,1.0,126000.0,-34.5581391,-58.4757826,297.82051109120096
21825,Departamento,Palermo,1.0,100000.0,-34.585057899999995,-58.4201261,39.143203384837555
21830,Departamento,Palermo,1.0,130000.0,-34.5947970551,-58.412743084700004,57.989386297386524
21833,Departamento,Palermo,1.0,112000.0,-34.571149600000005,-58.4232966,367.5390616361195
21834,Departamento,Palermo,1.0,85000.0,-34.5965843,-58.4232791,69.90685670232239
21835,Departamento,Palermo,1.0,106000.0,-34.588245,-58.439884,236.26723923955967
21837,Departamento,Palermo,1.0,98000.0,-34.5750122,-58.44208860000001,129.26647241985117
21839,Departamento,Palermo,1.0,98000.0,-34.5750122,-58.44208860000001,129.26647241985117
21840,Departamento,Palermo,1.0,130000.0,-34.5835956,-58.42618620000001,93.75649946722103
21843,Departamento,Barracas,2.0,145000.0,-34.6450472,-58.3736074,187.7374186837984
21844,Departamento,Barracas,2.0,72000.0,-34.64789520000001,-58.3730729,100.53945443115752
21850,Departamento,Belgrano,1.0,120000.0,-34.5531691,-58.4541826,109.1910791829512
21852,Departamento,Floresta,1.0,94000.0,-34.62534332,-58.48175429999999,154.5016820326127
21855,Departamento,Recoleta,3.0,115000.0,-34.5950595798,-58.40796294890001,70.3599783456967
21857,Departamento,Saavedra,2.0,100000.0,-34.554333,-58.48486260000001,170.52907537107316
21860,Departamento,Saavedra,2.0,89000.0,-34.5501268,-58.47245229999999,106.23144068534529
21861,Departamento,Balvanera,3.0,142000.0,-34.6101223,-58.4059406,160.04693509132971
21864,Departamento,Caballito,2.0,120000.0,-34.6191234,-58.4353846,89.82456166173706
21867,Departamento,Caballito,2.0,89000.0,-34.619912799999994,-58.44309200000001,203.62530546738256
21871,Departamento,San Telmo,2.0,120000.0,-34.6234485,-58.37542510000001,118.43148481271722
21872,Departamento,San Telmo,1.0,140000.0,-34.611673802,-58.373631934399995,42.964666830383074
21877,Departamento,San Telmo,2.0,87900.0,-34.6196048,-58.3752395,100.49944547463788
21879,Departamento,Colegiales,1.0,110000.0,-34.5702392,-58.4471306,87.04083117825981
21880,Departamento,Colegiales,1.0,98000.0,-34.5750122,-58.44208860000001,129.26647241985117
21886,Departamento,San Nicolás,2.0,84000.0,-34.6044441,-58.3899418,58.043105464726445
21887,Departamento,San Nicolás,1.0,64900.0,-34.6078903,-58.389794,25.949026626957025
21888,Departamento,Villa Crespo,1.0,117000.0,-34.600826899999994,-58.443492000000006,210.1514954606044
21889,Departamento,Villa Devoto,3.0,130000.0,-34.5957566,-58.51402339999999,223.68282931156162
21892,Departamento,Constitución,1.0,90000.0,-34.62138710000001,-58.3816414,162.3133056943983
21894,Departamento,San Cristobal,1.0,55900.0,-34.624139500000005,-58.3974886,128.8725566028436
21895,Departamento,San Cristobal,1.0,116243.0,-34.621232,-58.403347,146.77115310873518
21896,Departamento,Villa Ortuzar,1.0,125000.0,-34.5816755,-58.4690563,164.75791512370347
21899,Departamento,Parque Chacabuco,1.0,79200.0,-34.6420185878,-58.4386418757,200.8967643652283
21903,Departamento,Villa del Parque,1.0,82000.0,-34.59746933,-58.48794174,91.94174051043919
21906,Departamento,Villa General Mitre,2.0,83900.0,-34.6025151,-58.4691581,222.17752079240992
21924,Departamento,Palermo,1.0,122000.0,-34.5974815,-58.4202346,229.20380551521808
21925,Departamento,Belgrano,1.0,142000.0,-34.5729435,-58.4567525,214.3021864785861
21927,Departamento,San Cristobal,1.0,68000.0,-34.6199774,-58.39309010000001,296.41261633488796
21928,Departamento,Villa Urquiza,1.0,100000.0,-34.5782904,-58.49293460000001,229.29647265129583
21929,PH,Almagro,1.0,49900.0,-34.610132,-58.42077,74.28951908676204
21930,PH,Palermo,2.0,105000.0,-34.5777589813,-58.4281613243,270.5772867415292
21932,PH,Palermo,2.0,105000.0,-34.577686770700005,-58.428510814300004,238.80417689922638
21934,PH,Parque Chacabuco,1.0,149000.0,-34.633639,-58.453288,188.00880504731515
21935,PH,Parque Avellaneda,2.0,63000.0,-34.645115000000004,-58.473198,242.42053367058733
21937,Departamento,Once,2.0,85000.0,-34.60838029999999,-58.40713220000001,94.58214212044852
21938,Departamento,Flores,1.0,129000.0,-34.634103,-58.476534,238.8460320010457
21939,Departamento,Flores,2.0,145000.0,-34.634668,-58.468199,40.15712194897936
21940,Departamento,Nuñez,1.0,125400.0,-34.542071,-58.47006700000001,183.41084223973377
21942,Departamento,Nuñez,2.0,98000.0,-34.553578,-58.469883,89.6318036012388
21943,Departamento,Nuñez,1.0,124500.0,-34.542106,-58.473114,134.20397704250212
21944,Departamento,Nuñez,1.0,127000.0,-34.541346999999995,-58.47366,127.81781565126865
21945,Departamento,Nuñez,1.0,120800.0,-34.542106,-58.473114,134.20397704250212
21948,Departamento,Nuñez,1.0,117500.0,-34.542106,-58.473114,134.20397704250212
21950,Departamento,Nuñez,1.0,100800.0,-34.541472,-58.473721,113.75531007563815
21951,Departamento,Retiro,1.0,105000.0,-34.5989745691,-58.3780536941,71.58758374772715
21952,Departamento,Almagro,2.0,143000.0,-34.6053726,-58.4276083,192.8164226560751
21953,Departamento,Almagro,2.0,97000.0,-34.60218,-58.4224,114.42475372883855
21954,Departamento,Almagro,2.0,143000.0,-34.6053726,-58.4276083,192.8164226560751
21955,Departamento,Almagro,2.0,135000.0,-34.6061234,-58.42103639999999,72.84561696763967
21956,Departamento,Almagro,2.0,120000.0,-34.601969,-58.418898,100.88309304727531
21959,Departamento,Palermo,2.0,120000.0,-34.601969,-58.418898,100.88309304727531
21961,Departamento,Palermo,2.0,119000.0,-34.59468,-58.4368,179.61646993997408
21965,Departamento,Palermo,1.0,148000.0,-34.594744064000004,-58.412732355799996,53.707965612725005
21976,Departamento,Palermo,2.0,135000.0,-34.589974,-58.425614,336.32347517429343
21977,Departamento,Palermo,2.0,119900.0,-34.590057,-58.416048,65.96399335526536
21979,Departamento,Belgrano,2.0,108000.0,-34.56393320000001,-58.443251,214.12980570763222
21985,Departamento,Floresta,2.0,65000.0,-34.631271000000005,-58.47461600000001,176.8490646613789
21986,Departamento,Paternal,2.0,73000.0,-34.5995354936,-58.4681733878,148.1518505653121
21987,Departamento,Recoleta,2.0,115000.0,-34.596666299999995,-58.3918095,131.37816595929587
21988,Departamento,Recoleta,1.0,98000.0,-34.5886315,-58.38529499999999,406.0284102328385
21989,Departamento,Recoleta,1.0,85000.0,-34.596368,-58.398667,16.284357236775588
21991,Departamento,Recoleta,2.0,120000.0,-34.592320926300005,-58.4029605368,63.48145469893968
21992,Departamento,Balvanera,2.0,95000.0,-34.6101223,-58.4059406,160.04693509132971
21993,Departamento,Caballito,2.0,109900.0,-34.621186,-58.444717,127.88228333239665
21995,Departamento,Caballito,2.0,145000.0,-34.6304833,-58.4495822,205.94968518581868
21996,Departamento,Caballito,1.0,65000.0,-34.6219948,-58.4423453,108.08054213205922
21997,Departamento,Caballito,2.0,129500.0,-34.612546,-58.461691,168.87881839864735
21998,Departamento,Chacarita,2.0,123000.0,-34.585998499999995,-58.45443630000001,85.81271383500655
21999,Departamento,Monserrat,1.0,45000.0,-34.615491,-58.387072,151.83923950932916
22000,Departamento,Colegiales,2.0,123000.0,-34.5844231382,-58.4453804031,191.15789758300193
22002,Departamento,Villa Luro,2.0,140000.0,-34.6391068,-58.501506000000006,176.52181904882386
22005,Departamento,Barrio Norte,2.0,120000.0,-34.5868972321,-58.4058472651,301.8729445657761
22006,Departamento,San Nicolás,2.0,98000.0,-34.6053229,-58.3865034,170.27490333082122
22007,Departamento,San Nicolás,2.0,98000.0,-34.6053229,-58.3865034,170.27490333082122
22008,Departamento,Villa Crespo,1.0,110000.0,-34.597773,-58.448669,267.5653141035493
22009,Departamento,Villa Crespo,2.0,145000.0,-34.601864,-58.445187,157.14926096886379
22010,Departamento,Villa Crespo,2.0,140000.0,-34.598759,-58.445309,166.3102542830458
22011,Departamento,Villa Devoto,2.0,135000.0,-34.599696,-58.5203556,131.94636702472627
22012,Departamento,Constitución,2.0,60000.0,-34.626605,-58.385861,282.9981349796501
22013,Departamento,Constitución,2.0,52500.0,-34.625962,-58.38225600000001,375.4511529513792
22014,Departamento,Constitución,1.0,60000.0,-34.623346000000005,-58.384005,134.9811887148288
22015,Departamento,Villa Ortuzar,1.0,120000.0,-34.5849639,-58.4643022,257.8399836022485
22016,Departamento,Villa Urquiza,1.0,105000.0,-34.574642,-58.489966,172.9798736755776
22017,Departamento,Villa Urquiza,1.0,89000.0,-34.573601000000004,-58.473933,339.9586817166143
22018,Departamento,Villa Urquiza,1.0,135000.0,-34.573988,-58.48981600000001,115.60895649302346
22019,Departamento,Villa Urquiza,2.0,85000.0,-34.571534,-58.49134399999999,155.62917606704602
22020,Departamento,Parque Chacabuco,1.0,65000.0,-34.6223479575,-58.442173638599996,125.37992226086061
22021,Departamento,Villa Santa Rita,2.0,79000.0,-34.603538,-58.463847,112.94895362353981
22022,Departamento,Parque Centenario,2.0,99000.0,-34.6038714,-58.4318939,59.70346822530811
22023,Departamento,Villa General Mitre,2.0,129500.0,-34.612546,-58.461691,168.87881839864735
22027,PH,Pompeya,3.0,130000.0,-34.642661,-58.42146500000001,94.70751902350874
22031,PH,Villa Crespo,3.0,135000.0,-34.5925653,-58.43853299999999,119.1429592383459
22034,PH,San Cristobal,3.0,95000.0,-34.620695,-58.3953939926,188.25337876313122
22035,PH,Parque Chacabuco,3.0,100000.0,-34.6399195,-58.4433634,404.906126194254
22036,PH,Parque Chacabuco,3.0,100000.0,-34.6399195,-58.4433634,404.906126194254
22039,PH,Villa Pueyrredón,3.0,145000.0,-34.581884499999994,-58.50462460000001,127.08521153975208
22046,Departamento,Boedo,3.0,75000.0,-34.6335348,-58.422663,255.9857953338525
22047,Departamento,Flores,3.0,147500.0,-34.6326795,-58.466863,180.43972705086506
22074,Departamento,Belgrano,3.0,135000.0,-34.563152,-58.4657269,156.0131293514693
22077,Departamento,Floresta,3.0,105000.0,-34.634519299999994,-58.485395200000006,150.03825656287964
22080,Departamento,Saavedra,3.0,125000.0,-34.553192,-58.48861899999999,46.75571049909829
22082,Departamento,Caballito,3.0,92000.0,-34.6232748,-58.4512423,114.62014068030936
22085,Departamento,Caballito,3.0,139000.0,-34.62498,-58.451783,87.48920196646908
22088,Departamento,Caballito,3.0,140000.0,-34.616802,-58.448074,168.77506890913446
22096,Departamento,Villa Crespo,3.0,130000.0,-34.599415,-58.442427,25.364111957254615
22098,Departamento,Villa Lugano,3.0,130000.0,-34.675953391,-58.474763982,234.507264535789
22099,Departamento,Constitución,3.0,75000.0,-34.619829,-58.391501,261.8329050695014
22102,Departamento,Parque Chacabuco,3.0,138000.0,-34.6288696,-58.42920649999999,245.02247496635093
22103,Departamento,Parque Patricios,3.0,79000.0,-34.631236,-58.40514,96.05666477005279
22104,Departamento,Villa del Parque,3.0,145000.0,-34.6057934,-58.4886936,102.77414670269849
22126,Departamento,Almagro,4.0,145000.0,-34.603179,-58.42096700000001,85.38943855621154
22198,PH,Barracas,2.0,86000.0,-34.6291767974,-58.371300921099994,396.3768839571337
22199,PH,San Telmo,2.0,86000.0,-34.6291767974,-58.371300921099994,396.3768839571337
22222,Departamento,Boedo,1.0,94700.0,-34.6265792,-58.4137763,152.9190084865205
22223,Departamento,Boedo,1.0,100000.0,-34.621911100000005,-58.4190746,211.02627757729545
22224,Departamento,Boedo,1.0,101600.0,-34.6265792,-58.4137763,152.9190084865205
22226,Departamento,Abasto,1.0,97000.0,-34.60399,-58.41237,191.2349132927945
22227,Departamento,Flores,1.0,62000.0,-34.6303314,-58.4683252,101.81307258441278
22230,Departamento,Flores,1.0,53000.0,-34.6303314,-58.4683252,101.81307258441278
22231,Departamento,Flores,2.0,144900.0,-34.63116837,-58.46778107,176.11536881272175
22235,Departamento,Retiro,3.0,120000.0,-34.5956208,-58.3783531,198.7937237911741
22236,Departamento,Almagro,1.0,115000.0,-34.5982192139,-58.43003808130001,204.5504604024071
22238,Departamento,Almagro,1.0,118000.0,-34.5982192139,-58.43003808130001,204.5504604024071
22240,Departamento,Almagro,1.0,69000.0,-34.600566,-58.42671770000001,193.17960416079944
22243,Departamento,Almagro,2.0,83000.0,-34.6078745,-58.4173461,20.623977500550005
22244,Departamento,Almagro,1.0,97000.0,-34.60399,-58.41237,191.2349132927945
22245,Departamento,Almagro,1.0,118000.0,-34.5982192139,-58.43003808130001,204.5504604024071
22246,Departamento,Almagro,3.0,129000.0,-34.61144470000001,-58.4209936,130.9482475119547
22247,Departamento,Almagro,3.0,136000.0,-34.61144470000001,-58.4209936,130.9482475119547
22248,Departamento,Almagro,1.0,70000.0,-34.602388299999994,-58.43026139999999,76.57962810973979
22249,Departamento,Almagro,1.0,90000.0,-34.61144638,-58.4209938,131.01928697237628
22250,Departamento,Almagro,3.0,135000.0,-34.63156420000001,-58.42537339999999,78.48825143878595
22251,Departamento,Liniers,1.0,53000.0,-34.6454516,-58.5133669,227.10269894156767
22252,Departamento,Liniers,1.0,90768.0,-34.6434835827,-58.5146569808,91.94234997866634
22253,Departamento,Palermo,1.0,65000.0,-34.59685,-58.41352,114.05191171923637
22254,Departamento,Palermo,1.0,118000.0,-34.5982192139,-58.43003808130001,204.5504604024071
22255,Departamento,Palermo,1.0,96100.0,-34.5933706,-58.44223220000001,262.7471205006483
22256,Departamento,Palermo,1.0,134500.0,-34.5975352481,-58.415668935,84.70100292266866
22257,Departamento,Palermo,1.0,115000.0,-34.5982192139,-58.43003808130001,204.5504604024071
22262,Departamento,Palermo,2.0,105000.0,-34.572335700000004,-58.43080060000001,138.5872735897533
22264,Departamento,Palermo,1.0,140000.0,-34.591355,-58.430525,58.91396857178853
22279,Departamento,Saavedra,1.0,59900.0,-34.5469109,-58.4786958,222.51024926798206
22280,Departamento,Balvanera,2.0,130000.0,-34.61331558,-58.41212845,92.28887259967765
22281,Departamento,Caballito,2.0,130000.0,-34.6161131,-58.42921189999999,35.1938589653844
22283,Departamento,Caballito,3.0,135000.0,-34.63156420000001,-58.42537339999999,78.48825143878595
22284,Departamento,Caballito,1.0,109000.0,-34.61093903,-58.44322968,287.90807102859026
22288,Departamento,Caballito,2.0,149000.0,-34.61201096,-58.43262482,119.16579159368318
22289,Departamento,Caballito,2.0,89500.0,-34.6280985,-58.42927460000001,228.64459937021135
22294,Departamento,Caballito,2.0,89500.0,-34.6214662,-58.43604670000001,108.11732318683734
22302,Departamento,Caballito,1.0,119500.0,-34.629469,-58.452123,179.0835004764474
22304,Departamento,Caballito,1.0,129000.0,-34.629469,-58.452123,179.0835004764474
22307,Departamento,Caballito,2.0,135000.0,-34.6232776,-58.44749720000001,209.58922473623988
22308,Departamento,Monserrat,1.0,76000.0,-34.6212612,-58.3816458,154.65312164279348
22309,Departamento,Monserrat,1.0,139000.0,-34.59908676,-58.37843323,65.22452714375962
22310,Departamento,San Telmo,1.0,76000.0,-34.6212612,-58.3816458,154.65312164279348
22311,Departamento,Colegiales,1.0,74900.0,-34.5793262582,-58.4558185022,127.82101793236252
22312,Departamento,Colegiales,1.0,70200.0,-34.5793262582,-58.4558185022,127.82101793236252
22313,Departamento,Colegiales,1.0,71000.0,-34.5793262582,-58.4558185022,127.82101793236252
22314,Departamento,Colegiales,1.0,77200.0,-34.5793262582,-58.4558185022,127.82101793236252
22315,Departamento,Colegiales,1.0,79500.0,-34.5793262582,-58.4558185022,127.82101793236252
22316,Departamento,Colegiales,1.0,80300.0,-34.5793262582,-58.4558185022,127.82101793236252
22317,Departamento,Colegiales,1.0,74900.0,-34.5793262582,-58.4558185022,127.82101793236252
22318,Departamento,Colegiales,1.0,78800.0,-34.5793262582,-58.4558185022,127.82101793236252
22319,Departamento,Colegiales,1.0,79500.0,-34.5793262582,-58.4558185022,127.82101793236252
22320,Departamento,Colegiales,1.0,75700.0,-34.5793262582,-58.4558185022,127.82101793236252
22321,Departamento,Colegiales,1.0,76400.0,-34.5793262582,-58.4558185022,127.82101793236252
22322,Departamento,Colegiales,1.0,78000.0,-34.5793262582,-58.4558185022,127.82101793236252
22323,Departamento,Colegiales,1.0,76500.0,-34.5793262582,-58.4558185022,127.82101793236252
22324,Departamento,Colegiales,1.0,73100.0,-34.5793262582,-58.4558185022,127.82101793236252
22325,Departamento,Colegiales,1.0,78800.0,-34.5793262582,-58.4558185022,127.82101793236252
22326,Departamento,Colegiales,1.0,76100.0,-34.5793262582,-58.4558185022,127.82101793236252
22327,Departamento,Colegiales,1.0,71700.0,-34.5793262582,-58.4558185022,127.82101793236252
22328,Departamento,Colegiales,1.0,76500.0,-34.5793262582,-58.4558185022,127.82101793236252
22329,Departamento,Colegiales,1.0,78000.0,-34.5793262582,-58.4558185022,127.82101793236252
22330,Departamento,Colegiales,1.0,74600.0,-34.5793262582,-58.4558185022,127.82101793236252
22331,Departamento,Colegiales,1.0,72400.0,-34.5793262582,-58.4558185022,127.82101793236252
22332,Departamento,Colegiales,1.0,73900.0,-34.5793262582,-58.4558185022,127.82101793236252
22333,Departamento,Colegiales,1.0,74200.0,-34.5793262582,-58.4558185022,127.82101793236252
22334,Departamento,Colegiales,1.0,80300.0,-34.5793262582,-58.4558185022,127.82101793236252
22335,Departamento,Colegiales,1.0,77200.0,-34.5793262582,-58.4558185022,127.82101793236252
22337,Departamento,Colegiales,1.0,75300.0,-34.5793262582,-58.4558185022,127.82101793236252
22338,Departamento,Colegiales,1.0,74900.0,-34.5793262582,-58.4558185022,127.82101793236252
22339,Departamento,Tribunales,1.0,54500.0,-34.60264587,-58.38515472,147.6541114417864
22342,Departamento,Barrio Norte,1.0,89900.0,-34.59945679,-58.40219879,123.89162727574318
22343,Departamento,Barrio Norte,2.0,95000.0,-34.598617299999994,-58.3970269,128.7676132477319
22344,Departamento,San Nicolás,1.0,54500.0,-34.60264587,-58.38515472,147.6541114417864
22345,Departamento,Villa Crespo,1.0,118000.0,-34.5982192139,-58.43003808130001,204.5504604024071
22346,Departamento,Villa Crespo,1.0,82400.0,-34.59472275,-58.44429016,270.85006679260266
22347,Departamento,Villa Crespo,1.0,115000.0,-34.5982192139,-58.43003808130001,204.5504604024071
22349,Departamento,Villa Devoto,1.0,130000.0,-34.60809708,-58.52696228,66.32255321819346
22350,Departamento,Constitución,3.0,130000.0,-34.6261244,-58.3859524,229.3485137023942
22351,Departamento,Constitución,2.0,63000.0,-34.6291503,-58.38970870000001,33.85595866888432
22352,Departamento,San Cristobal,1.0,62000.0,-34.6222895,-58.3864815,84.20784756404645
22353,Departamento,San Cristobal,2.0,77000.0,-34.6222895,-58.3864815,84.20784756404645
22354,Departamento,San Cristobal,2.0,113555.0,-34.6222895,-58.3864815,84.20784756404645
22355,Departamento,San Cristobal,1.0,62000.0,-34.6222895,-58.3864815,84.20784756404645
22356,Departamento,San Cristobal,1.0,62000.0,-34.6222895,-58.3864815,84.20784756404645
22357,Departamento,San Cristobal,1.0,87805.0,-34.6222895,-58.3864815,84.20784756404645
22358,Departamento,San Cristobal,1.0,62000.0,-34.6222895,-58.3864815,84.20784756404645
22359,Departamento,San Cristobal,1.0,62000.0,-34.6222895,-58.3864815,84.20784756404645
22361,Departamento,Villa Urquiza,2.0,145000.0,-34.5769256,-58.4931198,105.89461886920068
22362,Departamento,Villa Urquiza,1.0,132500.0,-34.56813049,-58.48057938,177.84200317161876
22364,Departamento,Parque Chacabuco,2.0,140000.0,-34.629594299999994,-58.4412844,185.05791910074342
22365,Departamento,Parque Chacabuco,1.0,89000.0,-34.632363299999994,-58.4306438,312.59621201609303
22366,Departamento,Parque Chacabuco,2.0,135000.0,-34.6376148,-58.44073390000001,248.1594378400945
22367,Departamento,Parque Chacabuco,3.0,135000.0,-34.63156420000001,-58.42537339999999,78.48825143878595
22368,Departamento,Villa General Mitre,2.0,115000.0,-34.61359787,-58.47763062,173.30648008528777
22387,PH,Paternal,2.0,105000.0,-34.607169,-58.467007,116.77531133013846
22390,PH,Villa Urquiza,2.0,95000.0,-34.5798985157,-58.4723123729,218.2859198470692
22391,PH,Parque Avellaneda,1.0,45000.0,-34.649808,-58.480101,117.12322626965377
22392,PH,Villa Pueyrredón,2.0,114000.0,-34.5903050262,-58.4981967222,192.28868872665794
22393,PH,Villa Pueyrredón,2.0,144000.0,-34.5903050262,-58.4981967222,192.28868872665794
22394,PH,Villa General Mitre,2.0,105000.0,-34.607169,-58.467007,116.77531133013846
22396,Departamento,Boedo,2.0,99000.0,-34.624905,-58.414608,118.80793374654296
22397,Departamento,Almagro,2.0,83000.0,-34.6099131955,-58.425090293900006,164.87154503517053
22398,Departamento,Almagro,2.0,99000.0,-34.6123370718,-58.4163880796,184.79062386519925
22399,Departamento,Almagro,2.0,98000.0,-34.605264700000006,-58.4245794,261.0795060926052
22400,Departamento,Almagro,2.0,115000.0,-34.605872999999995,-58.42714300000001,248.67903029186368
22402,Departamento,Almagro,2.0,99000.0,-34.6123370718,-58.4163880796,184.79062386519925
22404,Departamento,Almagro,2.0,85000.0,-34.599948299999994,-58.4256123,177.82876091304647
22406,Departamento,Almagro,2.0,95000.0,-34.617811,-58.422175,117.08796450733387
22408,Departamento,Liniers,2.0,79900.0,-34.637384000000004,-58.526729,132.00092827992796
22411,Departamento,Palermo,1.0,142000.0,-34.5821081,-58.4253871,25.51086968714907
22412,Departamento,Palermo,2.0,97400.0,-34.5949286492,-58.423219383100005,75.39055196337743
22413,Departamento,Palermo,1.0,75000.0,-34.597722,-58.415748,70.24078985103174
22417,Departamento,Congreso,1.0,83000.0,-34.60556,-58.389948,163.59984852622864
22418,Departamento,Floresta,2.0,99000.0,-34.6113921,-58.4982448,228.9569875418803
22420,Departamento,Recoleta,1.0,118000.0,-34.5876407,-58.3857422,443.473448319804
22421,Departamento,Recoleta,2.0,118000.0,-34.59803400000001,-58.40897800000001,110.79502537592245
22422,Departamento,Saavedra,2.0,79500.0,-34.5487295,-58.4822512,105.54978449711749
22423,Departamento,Balvanera,2.0,75000.0,-34.603947,-58.398231,153.52865749475615
22424,Departamento,Balvanera,2.0,92000.0,-34.6110779,-58.4102191,133.7705508781218
22427,Departamento,Caballito,2.0,140000.0,-34.620305,-58.454196,167.283754600813
22428,Departamento,Caballito,2.0,90000.0,-34.6147223,-58.4590709,153.91986520606278
22430,Departamento,Caballito,2.0,110000.0,-34.6202123,-58.4443221,184.2653406388964
22431,Departamento,Caballito,1.0,75000.0,-34.615005,-58.467899,145.13427089090078
22432,Departamento,Caballito,2.0,144900.0,-34.6292,-58.452566,186.3187007561082
22433,Departamento,Villa Luro,1.0,60000.0,-34.637205,-58.496311,83.73183035506248
22434,Departamento,Villa Crespo,2.0,108000.0,-34.602994,-58.452788,267.8754886359182
22435,Departamento,Villa Crespo,2.0,98000.0,-34.5931352,-58.4460568,151.14952875638815
22436,Departamento,Villa Crespo,1.0,110000.0,-34.593087,-58.44375,130.18017947969565
22437,Departamento,Villa Crespo,2.0,89000.0,-34.5997721,-58.4491755,392.4827493231167
22439,Departamento,Villa Crespo,2.0,99900.0,-34.595777000000005,-58.442796,101.99611877704739
22441,Departamento,Villa Crespo,2.0,112900.0,-34.60343,-58.43824,100.75521853923891
22442,Departamento,San Cristobal,1.0,85000.0,-34.621489200000006,-58.4042907,58.46390959399679
22443,Departamento,Villa Ortuzar,1.0,115000.0,-34.581702,-58.46893100000001,155.68278767947328
22444,Departamento,Villa del Parque,2.0,102000.0,-34.614826,-58.480776,85.58626754509315
22447,PH,Barracas,3.0,143000.0,-34.646794,-58.376943,120.91957908818303
22452,PH,Parque Avellaneda,4.0,114900.0,-34.649978999999995,-58.474091,339.8146089646482
22453,Departamento,Flores,3.0,120000.0,-34.6313329,-58.4713179,136.06415542263312
22459,Departamento,Almagro,3.0,98000.0,-34.605264700000006,-58.4245794,261.0795060926052
22460,Departamento,Almagro,3.0,133000.0,-34.60305,-58.43784,105.48272619460549
22465,Departamento,Almagro,3.0,135000.0,-34.6024282849,-58.425294898699995,31.66243147082856
22468,Departamento,Palermo,3.0,145000.0,-34.59681,-58.41575,44.41508739174922
22484,Departamento,Paternal,3.0,96800.0,-34.5987263,-58.464604,217.74820424102037
22490,Departamento,Balvanera,3.0,125000.0,-34.6101199747,-58.3945730233,139.84625220450295
22499,Departamento,Villa Crespo,3.0,109800.0,-34.5925547181,-58.4440973442,69.43013156501463
22501,Departamento,Villa Crespo,3.0,135000.0,-34.603231,-58.44289000000001,314.9540598894355
22504,Departamento,Constitución,3.0,84000.0,-34.632317,-58.384393,43.64276335844561
22505,Departamento,San Cristobal,3.0,110000.0,-34.6231698,-58.3964733,77.68132140842818
22507,Departamento,Parque Patricios,3.0,112000.0,-34.62996500000001,-58.406479,125.39373377836726
22518,PH,Villa Soldati,4.0,123000.0,-34.657383,-58.434608,58.986815181440505
22544,Departamento,Balvanera,4.0,145000.0,-34.605677,-58.404317000000006,124.17008506943982
22547,Departamento,Caballito,4.0,129900.0,-34.619919,-58.44323000000001,201.13921065503
22585,Oficina,Villa Crespo,1.0,120000.0,-34.5979593,-58.442389,87.58185547920596
22586,Departamento,Boca,1.0,65000.0,-34.629219,-58.367237,144.22497248813193
22587,Departamento,Boedo,3.0,130000.0,-34.624003,-58.4159445,247.42746480790802
22588,Departamento,Boedo,2.0,90000.0,-34.6227442395,-58.42482405720001,12.16550920586049
22589,Departamento,Abasto,1.0,94000.0,-34.6041864,-58.41401510000001,185.97085232591826
22592,Departamento,Nuñez,1.0,115000.0,-34.5441417448,-58.4790915222,78.93459462228599
